id,tweet,emotion
1903,@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.,joy
3811,🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥 #anger \n\n~Mark Twain,anger
1685,"@alphavenger all chuck seasons, she had that one bright spot with dan, where she was allowed to be smart and kind //and// fashionable",joy
1854,sparkling or still? #terribledebatequestions,joy
5773,so. I'm taking my life guarding classes fri (7-9pm) sat (9-6pm) sun (9-4pm) and mon (3-630pm) live eat and breath life guard stuff. yay.,neutral
5835,@rockingjude The link doesn't work,neutral
3676,ethan was with someone in the car when he did his revenge on grayson,anger
576,Muscled man with huge heart is messing with my brain and heart. #lost #confused,sadness
5952,WANTS TO GO TO SLEEP WITH THE SOUND OF THE RAIN,neutral
622,Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings,sadness
2075,"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious",joy
1246,A joyous first webiversary/web mitzvah to Smithsonian's @WeiPoints!! @brianwolly @jackie_mansky @bethpylieberman @bilbo @mazeltov,joy
3876,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road,anger
3102,"By officialy adopting #BurhanWani, a #Hizbul terrorist, #Pakistan n #NawazSharif hv md a cardinal mistake 2day tht'll haunt fr years. #UNGA",fear
4383,Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??,anger
1226,Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much,joy
1547,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy #rejoice,joy
625,"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",sadness
3756,@PearseDoherty @harrymcgee @IrishTimes That might sting for a bit lads but you'll get over it.     #betterwithsinnfein,anger
3084,Pull over #tonight and make your car #shake 😋💦,fear
4985,@AlexAllTimeLow  get back to tokyo man..we miss you.,neutral
5715,Hmm... I should go make a time machine to go forward to 12:00 God im genius.. Oh yeh i dont no how too...  x,neutral
5758,@markhoppus i'm upset because i couldnt get any tickets on the KROQ presale.,neutral
5765,"@ArvindRocks - No work, but gotta be here till 9pm  Enna kodumai sir idhu...",neutral
1816,Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday,joy
1159,@dlrwills turn that frown upside down buddy 🙃.,sadness
1725,So far ours greet have raised £250 for @HGatChristmas with more to come in #sparkling @CllrJohnFox @simoncotton69,joy
1651,"Riding at night has got to be one of the most exhilarating, refreshing things I have ever done.",joy
4958,just got back home with my disappointing report card,neutral
5688,back from school. Ms Suhana's last day as our FT  OCU was okay. I'm playing ALTNOY over and over again.,neutral
1295,@Coffeeking12 @jsavite I was injecting a little levity! The person who tweeted the coke/rape tweet is obviously an idiot,joy
877,Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual.,sadness
381,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised,sadness
5389,is watching the final episode of E.R  Goon SuBo 2 win Britians Got Talent,neutral
5508,@MissLaSheenaJ yes I am....I have r more hours to go,neutral
1177,No one wants to win the wild card because you have to play the Cubs on the road.,sadness
2817,Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous 😳,fear
2431,"Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO",fear
5836,@kianlim Snap To Grid. I just realized that I haven't seen Iqbal in 5 days.,neutral
4678,I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming,anger
3324,@fatgirlhealthy @MBSCBILL ....so that what do to use violence and intimidation for a polictical agenda.; aka terrorism?,fear
4654,@crystaldiamondo impossible to say. We can only hope that I don’t unwittingly trigger her ferocious side again. Hell hath no fury..,anger
1187,Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings #serious,sadness
1857,@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?,joy
1228,Loading mirth out to be trusted websites: LKskQUfke,joy
5622,nt online today &amp; mayb whole of next week  if u havent voted pls do: http://bit.ly/hHigd,neutral
1559,It is no coincidence that Lacan recorded infants' jubilant reactions to their mirror images in the noise.,joy
3714,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended,anger
3675,I just love it when people make plans for me without actually including me in this process #rage,anger
4999,@lostluna But I got dibs on Sulu...,neutral
5060,Got about 2 hours sleep.,neutral
2272,"@steenfox I'm feeling the exact same way. Also I read this in Akon's voice, it provided me with a hearty chuckle",joy
609,Dylon felt dejected. He has a dejected aunt!,sadness
4362,Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist,anger
3479,Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks 😂,fear
3657,@vladfucker69 i look rabid,anger
313,"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots",sadness
1308,@liamch88 yeah! :) playing well,joy
5873,Someone just fuck up birthday sex for me ...  he basically said the song is about a nigga being selfish ... Listen to the song carefully,neutral
696,"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",sadness
2605,@hollywooddivas @TMZ_Sports Idiots like Larry Sanders scare us All!How can Morons these days Rush 2 Judge #Police w/o all facts yet?FU thugs,fear
2221,i fix a clever ritual to make you feel frolicsome,joy
5337,"@aligoldsworthy @Politics_Cymru you would think so, Ali! I found Evan's web: http://www.evanprice.co.uk/index.htm but no twitters",neutral
162,Lines from Don't Quit take me to a place of ultimate strength when I start to feel weary. 💪🏾,sadness
5171,"my to do list is bananas, before i leave for Europe BOOOO",neutral
516,I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :'),sadness
2180,A not very young man compiled info on a smiling baby then a mattress created new evil.,joy
5602,"@spryken ah, I'm so sorry it  I played a game of PSP with my friend tonight, and returned a while ago.",neutral
5980,"@poppyscorner He steals my stuff, buries them under fence. Embarassing when it's the man returning them! Not much I can do about frogs.",neutral
3787,I offend u,anger
3498,"sure, ohio state is terrible, ohio is awful, etc, etc\n\nthese feelings began with the toldeo war \n\nso, maybe don't campaign there?",fear
2507,Multitasking .... I may have to induce these seeds of mine to sleep.,fear
5229,@dreamsthedream @dreamsthedream @dreamsthedream I came back to Germany yesterday. My five days in the UK were over.,neutral
4920,I've been up late this week watching Jay Leno. Tonight is his last show  But now he'll move up to 10pm not sure if the material will bsame,neutral
4806,Is up so early and proppa shattered and knackered,neutral
4553,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities.  #innerconflict #conflict #values,anger
4764,"Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n #NoteToSelf  #mad #upset",anger
255,@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime,sadness
4156,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,anger
5474,browsing nd watching barca win da champs league,neutral
719,Ok it really just sunk in that I'm seeing the 🐐 in a few hours.. wow 🙄🙄,sadness
4153,I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene  #fuck #die #hatered,anger
1162,Been sober for days lmao,sadness
5657,@KayPriceless u wack put a swimsuit on and regular pants at least,neutral
2143,"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote",joy
1364,Happy Birthday @Brooke56_56 #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,joy
3715,"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm  #bored",anger
1495,@_j_sa_ switch out Steve Carrell and put in Kurt from glee then it's accurate,joy
4268,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger
3505,My mind always seems to work its best at night #restless,fear
194,@MHChat I think sadness is felt very strongly physically and mentally.  It feels like it takes over and it's hard to focus at work #MHChat,sadness
3741,Ughhh love a clean house and my incense lit aromatherapy,anger
4232,Like hello? I am your first born you must always laugh at my jokes.,anger
1180,"Way too cool to die young, way too young to die sober.. #tunechi",sadness
5851,@Scrapbooks I have no idea,neutral
4825,"Ok time to study for bus law and ethics, gotta test today",neutral
22,i am about to find the sadness in graham's lyrics,sadness
3186,Fewer and fewer good horror offerings from Hollywood every year. Or have I just gotten too old for this shit?,fear
5007,Mudweight hauled in for last time by @dandypig  http://yfrog.com/0zr2jqj,neutral
4884,@naughtymutt ... an explosion of them? in the late eighties we had very odd weather and instead of them migrating the wind blew them back,neutral
2884,"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime",fear
1230,@AQpk which was worse than expected and hilarious too. no one will even remember.,joy
5392,@Roy_Thomas ahhhh probably will...not good  u been Dubai before??,neutral
337,All I want to do is watch some netflix but I am stuck here in class. #depressing,sadness
2344,I fear that if United bottle this my heart would actually collapse from laughter.,joy
2810,My Modern Proverb: 'Don't let anyone intimidate you about being single; most marriages end in divorce.',fear
312,Who need #beats ? #instrumentals #serious #artists #only 🚨,sadness
2876,“The #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.”   \n  ―#Stanley #Coren,fear
2268,"A #smile brightens your day and the day of everyone around you, so remember to #smile, it's #free. :-)",joy
3699,@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery?   #rage. #iphonePhoneHome,anger
3711,@JrDingy96 Ikr people still got a grudge against him for no reason like wtf?!,anger
2999,new tires &amp; an alarm system on my car. fwm now!,fear
2704,@MidgetTamer @RAIDERS @52Mack_ Make him be a bully. Sit him in a room by himself and let him look at Debo all day.,fear
5436,@mayhemstyle Well I live in Ohio  but here's our California parks: http://tinyurl.com/nmr7pc,neutral
1941,Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow #WCH2016,joy
4039,I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥,anger
3957,@xandraaa5 @amayaallyn6 shut up hashtags are cool,anger
3890,I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage,anger
5143,@so_zwitschert There's supposed to be a &lt;3 at the end of my last tweet but I guess twitter ate it,neutral
2391,My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,joy
883,"I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes.",sadness
3462,Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,fear
2048,#ilofitt is #laughter #happiness #spiritual #mental #physical #pizza. Just kidding about the pizza. Work hard in all facets for a fitlife!,joy
154,"@Theshadeshit91 \nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it",sadness
909,"Most days, I don't know what my heart beats for. #depression",sadness
545,"Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/",sadness
2522,@kohara19 It's a rare land octopus. Be very afraid.,fear
2076,"You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. #cheerful",joy
1377,"When u /only/ talk 2 me or ask me 'how r things' just 2 get 2 say something u want, 4give me if I'm not elated 2 start a conversation with u",joy
3524,I'm getting so nervous for my first anatomy exam 😩,fear
5071,@ Ahhhhh FML! Classic Crime is sold out!,neutral
628,im so gloomy today,sadness
1445,sometimes im sad then remember Margaret Thatcher is dead and then i rejoice,joy
3750,No one's gonna chill bc fake outrage is fun or w/e but SPACE COLLEGE,anger
3980,I wouldn't have #anger issues.....if she didn't have #lying issues.....think about that one. #pow #lies #confusion,anger
3765,@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. #furious,anger
2554,They used to laugh at her coz she couldn't afford a junky now they stare in awe while she is winning.,fear
3215,"@jade0208 unfortunately the diet is still on, so they will have to wait till Friday I'm afraid.",fear
1400,Good morning! Welcome the new day into your life and your heart #mindfulness  #zen,joy
5572,ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,neutral
1976,Good morning joyful people. Choose happiness to have a great day today #morning #joyful #happiness #grandmercurejktkemayoran,joy
1771,Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks,joy
4437,"@CSNHayes understandable. Hard when he has zero offense behind him, and only a few wins since the All-Star Break.",anger
4264,"Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE HER😩",anger
5674,I'm back but not for long,neutral
3052,@AfroNewtzz also your car hahahah 'oh we've broken down lemme just rearrange the car quickly' #nightmare,fear
5814,"Peeps still here. Fun times. Gotta sleep tho. Work in the A.M. Some cool, hot chicks here. But none as cool as ____________. Missing her",neutral
3365,"@SalmonDelicious @bigdickkishibae I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that.",fear
4630,So Rangers v Celtic ll,anger
2120,Stack up with porthole under way heyday through worthy of faith bull's-eye transportation services: moM,joy
5197,Cleaning,neutral
2087,Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are!,joy
592,@PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org,sadness
5550,ACABOU!!!,neutral
3442,"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit #horror",fear
2899,last nigt i dreamt \nthat somebody loved me\nno hope no harm\njust another false alarm,fear
341,@hotelplanner I stayed at a hotel who  packed picnic lunches to take on the road!! #BetterTogether @Redlizzy1 @NewfieChic @Ladybug_Vic,sadness
4401,@smendler (2)  Watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything,anger
3095,she gone make me wanna start that new shit today 😂😭,fear
5513,Last day of CGI 09,neutral
2508,"@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.",fear
2123,Panda eyed jaunty after watching jaws until late!,joy
462,@HillaryClinton @TheDemocrats It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS,sadness
5262,@smallchou I'm still working.,neutral
2445,Bitch worry about me more than I worry about myself 🙄😩,fear
5108,O and i have to wear a damn jacket today cos i didnt notice a mark on my shirt...,neutral
4105,"@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.",anger
5571,"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them",neutral
3984,@isthataspider @dhodgs i will fight this guy! Don't insult the lions like that! But seriously they kinda are.Wasted some of the best players,anger
2503,So about 18mths ago i signed up to @Lumo_Energy for their @VirginAustralia / Velocity FF deal. 18 months in still no FF points,fear
3586,@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! #nervous,fear
5681,Smh @ hiphop nursery rhymes,neutral
5497,"@james_herdman middle-click is addictive, what can i say",neutral
3009,"We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer",fear
178,"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'",sadness
4161,LIFE TIP 101. I know unresolved #anger is likely to cause problems in several areas of my life. I must recognize it &amp; properly deal with it.,anger
448,@_JESSICAVIDAL_ Just pour it down the sink and let him drink you.,sadness
2361,i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;,joy
5311,work sucked .. another 8 hour shift with only 30 dollars to show for..    i need a new job...,neutral
2714,@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice,fear
3106,Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA,fear
3338,@BowkerMorgan awe thanks morgs!!! love u lots girly ❤️😊❤️,fear
3142,@BelieveInBlue18 awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!💕😘🙌🏻,fear
2925,@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,fear
3369,That goes the #alarm,fear
2481,"I'm used to bears, I'm used to coyotes, I love the idea of wolves. But this is hard. I don't want to be fearful of the meadow or the pines.",fear
1136,"@happyandbashful Flirt, simper, pout, repeat. Yuck.",sadness
1667,@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the #laughter,joy
5976,"@shae75 ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO",neutral
3276,This maybe a new start but it will always be align with the end.  #forward,fear
5378,Work at 5:45am =,neutral
1570,It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day,joy
5636,feels strong contractions but wants to go out.  http://plurk.com/p/wxidk,neutral
2667,Yeah! Tonight it's time for the #weekend #mix @WildFM with @djkeanu and @RickWaltmann set your #alarm for 8pm #house #deephouse #ibiza,fear
745,@Cassena13 I know if I wasn't an optimist I would despair.,sadness
5993,"back soon, need to run to the shops and cut the grass",neutral
5220,I cant give @jertronic any bday nudges.,neutral
5692,just come in from the garden. It is very warm out there but beautiful. Didnt do much revision though,neutral
3917,"I miss my gran singing Rawhide, in her deep baritone growl.",anger
4359,@AmericanAir I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned,anger
571,ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,sadness
2269,"Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion.",joy
3862,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,anger
624,Sister: (Canadian player does something shady.) Jonathan Toews is frowning and he doesn't know why. #WorldCupOfHockey,sadness
1660,"@Harry_Styles 💖\nHeart so pure and smile\nso bright, I love you\nmore than the number\nof stars at night.\nKindly follow me please\nHarry?\n—90,127",joy
3878,@IllinoisLoyalty that Rutgers game was an abomination. An affront to God and man. We must never speak of it again.,anger
2862,@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.,fear
3444,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media,fear
667,whenever I hear concert postponed I think of dismal ticket sales   green day ?,sadness
3330,You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic,fear
5848,"Sitting here, waiting to go to the gym.....almost left, then realized I never charged my iPod from my trip to Wisconsin....it's dead",neutral
945,"When tears r inappropriate: 'This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.' Nehemiah 8:10 NIV #joy",sadness
2078,"The abysmal ignorance, frivolity and levity of the Italian priests stupefied him.' - Roland Bainton on Luther, #ReformationDay",joy
1376,Some People hate nothing more than a happy confident person. Never mind  #confident,joy
3541,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,fear
2376,"@OtherkinOK @ParadisoAdam Very nice show guys! Now I have supported you, I expect you cheering at my @dublinmarathon on Oct 30th 😉😎👍",joy
2788,"Even at this level, rojo still manages to play god damn awful. #MUFC",fear
426,"#RiceFODays now I am Alex Butler's class on financial management. Starts off with a great, relevant class discussion: movies and sunk costs",sadness
5637,@DellOutletUK But now it's gone,neutral
1754,"Yesterday , on 21 Sept. 2016 , i installed a new stratagem including audacity by rejoicing at Harbour tower,i will tenaciously follow up up.",joy
3410,Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin,fear
4988,"@fladdermus_a  ??????, ??????????",neutral
5536,@hambers It means &quot;luv ya&quot; in Zulu/Xhosa. Probably spelt it wrong lol. Can't b creative 2day ...tired  so translated,neutral
2795,"BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership  #mindfu…",fear
5115,@mylivetweets where were u?  (via @evregirl) - Meetings...,neutral
4195,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,anger
3440,@CapehartJ agree!  Those latest polls,fear
549,will brawndo cure my depression? @MikeJudge #Idiocracytoday,sadness
4560,"@Sirenja_ @JaxOfBo (like, hope i didn't offend with my commentary - it wasn't what I was intending!)",anger
583,@rosalarian i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!!!,sadness
4129,"I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'",anger
2164,Make someone happy ^_^,joy
994,@xOffWithMyHeadx They've officially said all the episodes left (so future 12 and despair 11 and 12) will be delayed.,sadness
4941,All of a sudden I'm craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,neutral
2448,@hotpatooties more like quickie divorce,fear
4288,the Bushes were good with the forces of resentment when it made them money and gave them power. Now that it doesn't they've changed tunes.,anger
5499,@_anniemay OMG No fair,neutral
4188,@Matt_Lat fuming ain't the word,anger
1783,"I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish!",joy
4328,"No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.",anger
3347,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder,fear
186,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,sadness
158,Don't get too close it's dark inside 🌫🌊,sadness
1553,"#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love  #TeamMark",joy
66,Their engine runs on fuel called whining :-)\n\nU jst  hv 2b observant..\nHar din Rona dhona &amp; complain. \nHappy news makes them unhappy :-),sadness
5138,I'm feel deflated. Ugh. No more dog.,neutral
4708,🏆 #Success is the best #revenge. Whatever you're thinking about doing ... do something better. ⭐️⭐️⭐️⭐️,anger
3857,"Like if you aggravate me constantly, byeeeeeeee",anger
5826,"I forwarded an email about a cool science event in Canberra, and a friend thought it was in Sydney and trekked out to the wrong place",neutral
1231,"Logically speaking, this can't be the worst I've ever felt and even if it was then its passing will still be a joyous occasion",joy
4739,streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple,anger
2293,Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n #tears  #moretears,joy
242,@punjabified porkistan lost terribly in 65 because of american intervation to talk we stopped,sadness
1576,"Win,lose or draw vs LFC, all football fans will rejoice as West Ham &amp; Chelsea fans beat the shit out of each other in a council house! #COYS",joy
5285,@jonmerryman I remember the show... I don't remember the hiccups...,neutral
3437,@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible,fear
420,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016,sadness
1517,It has been medically proven that laughter is an effective pain killer.,joy
1990,mirana told me to shut up when i was singing along to glee...,joy
4427,"@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?",anger
4528,@TDsNation only good thing in madden is DC,anger
4901,"Augh, fever's gone up again. If I end up missing the WeHo clubbing tomorrow night, I am going to be pissed. Stupid boytoy gave me plague.",neutral
4051,@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either,anger
1319,"@EtherealMystic_ - felt like he couldn't control — and here she was, giving so much of herself, selflessly pleasing him. His groans were -",joy
1528,"@JimRichMoriarty + I am in your life! *He yells* Surprise, surpriiise! *He chirps cheerfully, with a wicked grin on his lips*",joy
4510,@mofspades or maybe he's like my dad and no hair grows on his body... (I will always resent my mother's genes for taking this from me),anger
406,@FantasyGuruSite I knew you were going to do that. I would definitely buy if I didn't live in Texas where you can't play DFS. ... so depress,sadness
1498,Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading,joy
318,"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",sadness
566,Time for some despair #SDR3 #despair #fuckthisanime,sadness
3588,@TJ_FASHO lmao clown my own hair I'm going to dread lmao,fear
3149,Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate,fear
33,@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.,sadness
871,@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don't be discouraged.,sadness
4949,"going to work, it's 3:30am",neutral
4025,@JuliaHB1 Bloody right,anger
670,"When mine pass, I know I'll be inconsolable &amp; devastated. For a while.",sadness
5080,@xDKrystal yen lol but i can only get the vid on my phone and ipod cant find the song  lol,neutral
3713,@kateracculia @themathofyou It's true! I reverse-engineered the drink. It's a scientific method. I hear it's all the rage.,anger
240,"@holly_lolly7 I just have serious respect for any man that can pull off a bun better than I can, like maybe they can teach me their ways.",sadness
1536,"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",joy
3645,@clppng #offended the tonys have found a way to leave me out and now y'all have too,anger
4536,don't provoke me after letting me down !,anger
3418,Huns are like a box of coffee revels,fear
2535,"Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.",fear
394,"its a gloomy day, im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy 😋",sadness
2796,My study skills are terrible 😒,fear
3366,How I Murdered Your Mother #SpookyTv #horror,fear
5557,@JennyGnow It is sad... I feel bad when I hear it. They look like mid 30's. It's like something u wld see on lifetime,neutral
2161,💥⚖️Yeah‼️ PAUL‼️⚖️💥  #glorious #BB18,joy
5198,@nayRyelgiuQ airport? and you didnt show up tonight homo!,neutral
5461,"@RockedByPickler no I won't honey I got mad yrs to go , why am I crazy?",neutral
3256,this girl at my new school is so pretty i am #intimidated,fear
3805,Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously,anger
4957,Feeling madly sorry for myself... - ï¿½Iï¿½M SECK D= Make me feel better  I should be going to a fashion show... http://tumblr.com/xz31werch,neutral
5782,Off to bed!! Still exhausted from Vegas,neutral
1753,A cheerful heart is an unending banquet.- Proverbs (Mishle) 15:16,joy
2974,I went to this sushi spot &amp; they had tobi &amp; an ANBU mask hung on the wall behind them. I will start going there even tho I don't eat seafood,fear
2014,"@AdamCimmering Boro are at the OS before then, they could give the stewards a good work out. Chelsea will get about 8k, will be lively.",joy
1825,Close to the end of a revision...taking this story I love in a new direction has been exhilarating for me. #endlesspossibilities #amwriting,joy
947,Ffs clan... seriously never been so disheartened,sadness
2619,@katlute which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?,fear
5705,@bex_1210 I'm not going till Wednesday,neutral
4912,Good morning/afternoon/night to all.....studying as usual!,neutral
4259,"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",anger
3353,Starting to get butterflies in our tummies about tomorrow...who will win?! #nervous @IPMCOGSAwards,fear
2424,When you make a great tasting shake and no words can describe it!😃👌🏻 #shake #herbalifenutrition #tastesogood #nowords,fear
1822,"@DayveeSutton BIG thank you for liking my little Pumpkin  :)  She's the smallest of my 4, but is very playful &amp; wakes me up most mornings.",joy
3745,People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. #angry #stop,anger
4737,I wish the next madden has a story mode too. Just like Fifa 17 #madden,anger
2911,Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit,fear
4162,@jwolfie_ why you gotta use the dark skin emoji,anger
671,one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,sadness
2885,Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.,fear
1338,Proverbs  27:9 Ointment and perfume rejoice the heart: so doth the sweetness of a man's friend by hearty counsel.\n#TruthfmDawnBreak,joy
